# test
1.000000   0.000000
0.990031   0.000783
0.980061   0.001585
0.970102   0.002404
0.960133   0.003241
0.950174   0.004094
0.940204   0.004964
0.930245   0.005849
0.920286   0.006749
0.910337   0.007664
0.900377   0.008593
0.890418   0.009536
0.880469   0.010492
0.870520   0.011460
0.860570   0.012441
0.850611   0.013433
0.840672   0.014436
0.830723   0.015449
0.820773   0.016473
0.810824   0.017506
0.800885   0.018547
0.790936   0.019598
0.780996   0.020655
0.771047   0.021720
0.761108   0.022793
0.751169   0.023871
0.741229   0.024956
0.731290   0.026046
0.721351   0.027140
0.711412   0.028239
0.701472   0.029342
0.691533   0.030448
0.681594   0.031557
0.671665   0.032667
0.661725   0.033778
0.651786   0.034892
0.641847   0.036005
0.631908   0.037118
0.621978   0.038230
0.612039   0.039341
0.602100   0.040450
0.592161   0.041556
0.582221   0.042660
0.572282   0.043760
0.562343   0.044857
0.552404   0.045951
0.542464   0.047040
0.532525   0.048127
0.522586   0.049209
0.512647   0.050287
0.502707   0.051361
0.492758   0.052430
0.482819   0.053494
0.472880   0.054555
0.462930   0.055611
0.452991   0.056664
0.443042   0.057714
0.433103   0.058760
0.423153   0.059803
0.413214   0.060843
0.403265   0.061881
0.393326   0.062917
0.383376   0.063949
0.373427   0.064976
0.363478   0.065995
0.353539   0.067005
0.343589   0.068003
0.333630   0.068987
0.323681   0.069956
0.313731   0.070907
0.303772   0.071838
0.293813   0.072748
0.283854   0.073633
0.273894   0.074493
0.263925   0.075327
0.253956   0.076131
0.243987   0.076905
0.234017   0.077649
0.224048   0.078366
0.214079   0.079058
0.204100   0.079729
0.194110   0.080378
0.184121   0.080972
0.174132   0.081451
0.164133   0.081756
0.154133   0.081825
0.144134   0.081600
0.134145   0.081049
0.124176   0.080157
0.114236   0.078915
0.104347   0.077309
0.094527   0.075328
0.084788   0.072955
0.075160   0.070165
0.065674   0.066937
0.056357   0.063249
0.047236   0.059080
0.038374   0.054395
0.029884   0.049149
0.021894   0.043250
0.014576   0.036425
0.008111   0.028369
0.002955   0.019122
0.000000   0.009279
0.000000   0.009279
0.000179   -0.000510
0.003933   -0.009681
0.010035   -0.017954
0.017141   -0.025171
0.024895   -0.031445
0.033194   -0.036953
0.041922   -0.041839
0.050950   -0.046196
0.060173   -0.050101
0.069550   -0.053601
0.079058   -0.056738
0.088671   -0.059550
0.098363   -0.062078
0.108107   -0.064361
0.117906   -0.066418
0.127735   -0.068263
0.137605   -0.069908
0.147514   -0.071366
0.157443   -0.072651
0.167392   -0.073775
0.177362   -0.074752
0.187341   -0.075595
0.197330   -0.076317
0.207329   -0.076929
0.217329   -0.077440
0.227328   -0.077852
0.237327   -0.078169
0.247326   -0.078395
0.257326   -0.078533
0.267325   -0.078588
0.277334   -0.078563
0.287333   -0.078461
0.297333   -0.078286
0.307332   -0.078042
0.317321   -0.077732
0.327320   -0.077360
0.337310   -0.076930
0.347299   -0.076443
0.357278   -0.075903
0.367267   -0.075312
0.377247   -0.074672
0.387216   -0.073985
0.397195   -0.073256
0.407164   -0.072485
0.417134   -0.071675
0.427093   -0.070828
0.437052   -0.069947
0.447011   -0.069033
0.456971   -0.068086
0.466920   -0.067107
0.476869   -0.066098
0.486819   -0.065058
0.496758   -0.063990
0.506697   -0.062893
0.516636   -0.061770
0.526566   -0.060619
0.536495   -0.059445
0.546424   -0.058246
0.556343   -0.057026
0.566273   -0.055786
0.576192   -0.054529
0.586111   -0.053255
0.596020   -0.051968
0.605940   -0.050668
0.615849   -0.049358
0.625768   -0.048039
0.635677   -0.046713
0.645587   -0.045382
0.655496   -0.044044
0.665405   -0.042700
0.675314   -0.041352
0.685214   -0.040001
0.695123   -0.038646
0.705032   -0.037288
0.714941   -0.035929
0.724841   -0.034569
0.734750   -0.033209
0.744659   -0.031848
0.754568   -0.030489
0.764468   -0.029133
0.774377   -0.027780
0.784286   -0.026431
0.794195   -0.025088
0.804105   -0.023751
0.814014   -0.022421
0.823923   -0.021099
0.833842   -0.019787
0.843752   -0.018485
0.853671   -0.017193
0.863590   -0.015913
0.873499   -0.014646
0.883429   -0.013392
0.893348   -0.012153
0.903267   -0.010929
0.913197   -0.009722
0.923126   -0.008531
0.933055   -0.007359
0.942984   -0.006205
0.952924   -0.005072
0.962863   -0.003959
0.972802   -0.002867
0.982741   -0.001799
0.992691   -0.000753
1.000000   0.000000
